OurAffLink,Title,Image,Price,Merchant,Points,Team,Type,Season,ID
http://www.awin1.com/pclick.php?p=3631556219&a=215431&m=6716,2015-16 Manchester City Player Issue Home Shirt *BNIB* XL,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-city-15-home-pi-tags.jpg,79.99,classic football shirts,0,Manchester City,shirt,2015,195
http://www.awin1.com/pclick.php?p=3631900031&a=215431&m=6716,2014-15 Manchester City Player Issue Poppy Third Shirt *BNIB* L,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-city-14-away-pi-poppy-tags.jpg,174.99,classic football shirts,0,Manchester City,shirt,2014,196
http://www.awin1.com/pclick.php?p=3631900033&a=215431&m=6716,2014-15 Manchester City Player Issue Poppy Third Shirt *BNIB* XL,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-city-14-away-pi-poppy-tags_1.jpg,174.99,classic football shirts,0,Manchester City,shirt,2014,197
http://www.awin1.com/pclick.php?p=3632540785&a=215431&m=6716,2015-16 Arsenal Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-15-home-tags2.jpg,24.99,classic football shirts,0,Arsenal,shirt,2015,198
http://www.awin1.com/pclick.php?p=3632540787&a=215431&m=6716,2015-16 Arsenal Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-15-away-tags2.jpg,29.99,classic football shirts,0,Arsenal,shirt,2015,199
http://www.awin1.com/pclick.php?p=3632540789&a=215431&m=6716,2015-16 Arsenal Third Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-15-third-tags.jpg,29.99,classic football shirts,0,Arsenal,shirt,2015,200
http://www.awin1.com/pclick.php?p=3633139203&a=215431&m=6716,2014-15 Arsenal Puma T7 Polo L/S T-shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-14-polo-t7-ls-tags.jpg,19.99,classic football shirts,0,Arsenal,shirt,2014,201
http://www.awin1.com/pclick.php?p=3636708729&a=215431&m=6716,2011-12 Arsenal Player Issue European Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-11-home-pi-euro-tags_3_2_1.jpg,34.99,classic football shirts,0,Arsenal,shirt,2011,202
http://www.awin1.com/pclick.php?p=3636708731&a=215431&m=6716,2011-12 Arsenal Player Issue European Home L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-11-home-pi-euro-ls-tags_1_2_1.jpg,34.99,classic football shirts,0,Arsenal,shirt,2011,203
http://www.awin1.com/pclick.php?p=3636708791&a=215431&m=6716,2015-16 Manchester United Adidas Originals 1980 Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-originals-home80-tags.jpg,24.99,classic football shirts,0,Manchester United,shirt,2015,204
http://www.awin1.com/pclick.php?p=3637262257&a=215431&m=6716,2015-16 Manchester United Adidas Originals 1985 Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-originals-1985-shirt-tags.jpg,24.99,classic football shirts,0,Manchester United,shirt,2015,205
http://www.awin1.com/pclick.php?p=3637592949&a=215431&m=6716,2012-13 Liverpool Third L/S Shirt *BNIB* XL.Boys,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-12-third-ls-tags-xlb_1.jpg,7.99,classic football shirts,0,Liverpool,shirt,2012,206
http://www.awin1.com/pclick.php?p=3637592981&a=215431&m=6716,2015-16 Chelsea Adizero Training Shirt *BNIB* XL,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-15-train-wte-tags.jpg,17.99,classic football shirts,0,Chelsea,shirt,2015,207
http://www.awin1.com/pclick.php?p=3638048697&a=215431&m=6716,2015-16 Manchester United GK Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-gk-green-tags.jpg,24.99,classic football shirts,0,Manchester United,shirt,2015,208
http://www.awin1.com/pclick.php?p=3638048699&a=215431&m=6716,2015-16 Manchester United Home Shirt *BNIB* Womens (XL),https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-home-womens-tagsl_2_1.jpg,9.99,classic football shirts,0,Manchester United,shirt,2015,209
http://www.awin1.com/pclick.php?p=3638048701&a=215431&m=6716,2015-16 Manchester United Away Shirt *BNIB* 4XL,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-away-tag_4.jpg,24.99,classic football shirts,0,Manchester United,shirt,2015,210
http://www.awin1.com/pclick.php?p=3638048703&a=215431&m=6716,2015-16 Manchester United Away L/S Shirt *BNIB* 4XL,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-away-ls-tags-4x.jpg,24.99,classic football shirts,0,Manchester United,shirt,2015,211
http://www.awin1.com/pclick.php?p=3643145975&a=215431&m=6716,2011-12 Arsenal Player Issue Domestic (Late Season) Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/a/r/arsenal-11-away-pi-dom-tags-early_2_2.jpg,39.99,classic football shirts,0,Arsenal,shirt,2011,212
http://www.awin1.com/pclick.php?p=3643480567&a=215431&m=6716,2011-12 Liverpool TechFit Player Issue GK Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-11-gk-blk-pi-ns-tags_1_3_1.jpg,17.99,classic football shirts,0,Liverpool,shirt,2011,213
http://www.awin1.com/pclick.php?p=3643480569&a=215431&m=6716,2011-12 Liverpool TechFit Player Issue Third L/S Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-11-third-tf-sp-ls-tags_3_1.jpg,27.99,classic football shirts,0,Liverpool,shirt,2011,214
http://www.awin1.com/pclick.php?p=3644920261&a=215431&m=6716,2013-14 Liverpool Away Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-13-away-tags_1_4.jpg,22.99,classic football shirts,0,Liverpool,shirt,2013,215
http://www.awin1.com/pclick.php?p=3646400581&a=215431&m=6716,2015-16 Manchester United Adidas 3 Stripes Polo T-shirt *BNIB* XS,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-polo-blk-tags_2.jpg,19.99,classic football shirts,0,Manchester United,shirt,2015,216
http://www.awin1.com/pclick.php?p=3646400583&a=215431&m=6716,2015-16 Manchester United Adidas 3 Stripes Polo T-shirt *BNIB* S,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-polo-blk-tags_2_1.jpg,19.99,classic football shirts,0,Manchester United,shirt,2015,217
http://www.awin1.com/pclick.php?p=3651297551&a=215431&m=6716,2015-16 Liverpool New Balance Training Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-15-train-blk-tags_2.jpg,14.99,classic football shirts,0,Liverpool,shirt,2015,218
http://www.awin1.com/pclick.php?p=3651297553&a=215431&m=6716,2015-16 Liverpool New Balance Training Shirt *BNIB* BOYS,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-15-train-red-boys-tags_2.jpg,8.99,classic football shirts,0,Liverpool,shirt,2015,219
http://www.awin1.com/pclick.php?p=3664325621&a=215431&m=6716,2015-16 Manchester United Adizero Player Issue Third Shirt *BNIB* M,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-united-15-third-pi-tags_3.jpg,79.99,classic football shirts,0,Manchester United,shirt,2015,220
http://www.awin1.com/pclick.php?p=3517674551&a=215431&m=6716,2010-11 Liverpool L/S TechFit Player Issue Away Shirt *BNIB* XL,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-10-away-ls-tf-tags.jpg,27.99,classic football shirts,0,Liverpool,shirt,2010,221
http://www.awin1.com/pclick.php?p=3517674623&a=215431&m=6716,2010-11 Liverpool Player Issue TechFit Training Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/l/i/liverpool-10-train-red-pi-tags.jpg,16.99,classic football shirts,0,Liverpool,shirt,2010,222
http://www.awin1.com/pclick.php?p=3517674625&a=215431&m=6716,2011-12 Manchester City Euro Training Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/a/man-city-11-train-navy-cl-tags_1.jpg,14.99,classic football shirts,0,Manchester City,shirt,2011,223
http://www.awin1.com/pclick.php?p=3517674917&a=215431&m=6716,2010-11 Middlesbrough Home Shirt *BNIB*,https://www.classicfootballshirts.co.uk/media/catalog/product/m/i/middlesboro-10-home-tags.jpg,13.99,classic football shirts,0,Middlesbrough,shirt,2010,224
http://www.awin1.com/pclick.php?p=3517674955&a=215431&m=6716,2011-12 Chelsea L/S Away Shirt *BNIB* 3XL,https://www.classicfootballshirts.co.uk/media/catalog/product/c/h/chelsea-11-away-ls-tags.jpg,29.99,classic football shirts,0,Chelsea,shirt,2011,225
